respondent_id,age_group,vote_intent,poll
956,45-64,rep,phone_poll
957,45-64,rep,phone_poll
958,30-44,rep,phone_poll
959,45-64,dem,phone_poll
960,45-64,dem,phone_poll
961,30-44,rep,phone_poll
962,65+,dem,phone_poll
963,30-44,dem,phone_poll
964,65+,rep,phone_poll
965,30-44,rep,phone_poll
966,30-44,rep,phone_poll
967,65+,rep,phone_poll
968,45-64,dem,phone_poll
969,65+,dem,phone_poll
970,18-29,rep,phone_poll
971,45-64,rep,phone_poll
972,65+,rep,phone_poll
973,18-29,dem,phone_poll
974,45-64,dem,phone_poll
975,65+,rep,phone_poll
976,30-44,dem,phone_poll
977,45-64,rep,phone_poll
978,65+,rep,phone_poll
979,45-64,dem,phone_poll
980,65+,rep,phone_poll
981,45-64,rep,phone_poll
982,30-44,dem,phone_poll
983,30-44,rep,phone_poll
984,65+,rep,phone_poll
985,65+,dem,phone_poll
986,45-64,rep,phone_poll
987,45-64,dem,phone_poll
988,45-64,dem,phone_poll
989,45-64,undecided,phone_poll
990,45-64,rep,phone_poll
991,45-64,rep,phone_poll
992,30-44,rep,phone_poll
993,45-64,dem,phone_poll
994,65+,dem,phone_poll
995,65+,rep,phone_poll
996,30-44,rep,phone_poll
997,45-64,undecided,phone_poll
998,45-64,rep,phone_poll
999,45-64,rep,phone_poll
1000,30-44,rep,phone_poll
1001,30-44,rep,phone_poll
