voter_id,age,female,party,voted_2012,voted_2014,voted_2016,voted_2018,voted_2020,voted_2022,voted_2024,keystone_score
945307,34,1,U,0,0,0,0,1,0,1,0.5007
929593,32,0,D,1,1,1,1,1,1,1,1.0
945263,54,0,D,0,0,1,0,1,0,0,0.5977
941436,46,0,D,1,0,1,0,1,0,0,0.7328
956333,51,1,U,1,1,1,1,1,1,1,1.0
909793,44,1,U,1,0,1,0,0,0,0,0.7379
935477,33,0,U,1,0,1,0,0,1,1,0.7661
916099,31,1,D,0,1,1,1,1,1,1,0.9599
958720,67,1,D,1,0,1,1,1,1,1,0.8712
901907,65,0,R,1,0,1,1,1,1,1,0.8764
919427,55,1,R,1,0,1,0,1,0,1,0.7096
930228,44,1,U,1,0,1,0,1,0,1,0.7379
918850,74,0,R,1,1,1,1,1,1,1,0.964
903721,42,0,U,0,0,1,0,1,0,0,0.6286
943882,30,1,U,0,1,1,1,1,1,1,0.9625
918812,65,1,U,1,0,0,0,1,1,0,0.5356
945070,53,1,R,1,1,1,1,1,1,1,1.0
949767,70,0,D,0,0,0,0,0,0,0,0.4083
950469,66,1,R,1,1,0,0,1,1,0,0.6437
931722,63,0,U,1,0,1,0,1,0,0,0.6891
951984,38,1,R,1,1,1,1,1,1,1,1.0
957791,49,0,D,0,0,0,0,0,0,0,0.4622
936032,61,1,U,1,1,1,1,1,1,1,0.9973
917124,20,0,D,0,0,0,0,0,0,1,0.5367
916035,77,0,R,1,0,1,1,1,1,1,0.8456
956396,47,0,U,1,1,1,1,1,1,1,1.0
920091,31,0,R,0,1,1,0,1,0,0,0.7675
953967,31,0,U,0,0,1,1,1,0,1,0.8492
939360,20,0,R,0,0,0,0,0,0,0,0.5367
932559,64,1,U,1,0,0,0,1,0,1,0.5382
948037,70,0,D,1,0,0,1,1,0,1,0.7152
913237,52,1,D,1,1,1,1,1,1,1,1.0
948469,35,0,U,1,0,1,1,1,0,1,0.9534
926269,66,1,D,0,1,1,1,1,0,1,0.87
911486,24,1,R,0,0,0,0,1,1,1,0.5264
919828,48,0,U,1,1,1,1,1,1,1,1.0
958568,51,0,R,1,1,1,1,1,1,1,1.0
943391,46,0,D,1,1,1,0,1,0,1,0.8435
949252,74,1,U,1,0,0,0,1,0,1,0.5125
928650,33,1,U,0,0,0,0,1,0,0,0.5033
916436,56,0,D,1,1,1,1,1,1,1,1.0
954889,28,0,D,0,0,1,0,1,0,0,0.6645
931631,52,1,D,1,1,1,1,1,1,1,1.0
948360,54,1,D,0,1,1,1,1,1,1,0.9009
935554,48,0,R,1,1,1,1,1,1,1,1.0
952201,36,1,U,1,0,0,0,1,0,1,0.6101
935354,72,0,D,0,0,1,0,1,0,0,0.5515
959579,71,0,D,1,0,1,1,1,1,1,0.861
948905,22,0,U,0,0,0,0,0,1,0,0.5316
940943,60,0,D,1,0,1,1,1,0,1,0.8892
904244,68,0,D,1,1,1,1,1,1,1,0.9794
923685,55,1,D,0,0,0,0,1,0,1,0.4468
921921,21,1,U,0,0,0,0,0,0,0,0.5341
936403,26,0,R,0,0,0,0,1,1,0,0.5213
953560,64,1,U,0,0,0,0,0,0,0,0.4237
940633,64,0,U,1,1,1,1,1,1,1,0.9896
936332,34,1,D,1,1,1,1,1,1,1,1.0
904381,21,0,U,0,0,0,0,0,0,1,0.5341
911045,42,0,U,1,1,1,1,1,1,1,1.0
952502,58,0,U,1,0,1,0,0,0,1,0.7019
902247,59,1,R,1,0,0,0,0,1,1,0.551
950942,67,1,R,1,1,1,1,1,1,1,0.9819
941475,35,1,R,1,0,1,0,1,0,0,0.761
946861,55,0,U,1,0,1,1,1,0,1,0.9021
958690,22,1,D,0,0,0,0,0,0,1,0.5316
915360,74,0,D,1,1,1,1,1,1,1,0.964
934119,46,1,U,0,0,0,0,0,0,0,0.4699
938583,55,0,R,0,0,1,0,0,0,0,0.5952
906128,27,0,R,0,0,0,0,0,1,1,0.5187
949095,37,1,D,1,0,0,1,1,0,0,0.7999
915483,60,1,R,1,1,1,1,1,1,1,0.9999
922345,41,0,D,1,0,1,1,1,1,1,0.938
920029,30,0,R,0,1,1,1,1,0,1,0.9625
928991,71,0,D,0,0,1,1,1,0,0,0.7465
945009,34,1,R,1,1,1,1,1,0,1,1.0
901832,48,0,R,0,0,1,0,1,0,1,0.6131
908408,28,0,U,0,0,1,1,1,0,1,0.8569
908077,36,0,U,1,0,0,1,1,0,1,0.8025
920510,59,1,D,1,1,0,1,1,1,1,0.8541
943373,22,1,U,0,0,0,0,0,0,1,0.5316
940056,47,1,U,1,1,1,1,1,1,1,1.0
916859,48,1,R,0,0,0,0,1,0,0,0.4648
944001,70,0,U,1,0,0,0,0,0,0,0.5228
939759,50,1,R,0,1,1,1,1,1,1,0.9111
927720,46,0,R,0,0,1,0,1,0,0,0.6183
945682,40,1,U,1,1,1,1,1,0,1,1.0
908664,50,1,D,1,1,1,1,1,1,1,1.0
912761,43,0,R,0,0,0,0,0,0,0,0.4776
917375,43,1,D,1,0,1,0,1,0,0,0.7405
909879,57,1,U,1,1,1,1,1,1,1,1.0
915079,34,0,R,0,0,0,0,1,0,1,0.5007
907132,55,0,D,1,1,1,1,1,1,1,1.0
945755,49,0,R,1,0,0,1,1,1,1,0.7691
912264,65,1,D,1,1,1,1,1,1,1,0.9871
947126,57,0,D,1,1,1,1,1,1,1,1.0
936859,41,1,D,0,0,0,0,0,0,1,0.4828
935012,76,1,D,1,0,1,0,1,0,1,0.6557
949246,38,1,R,1,1,1,1,1,1,1,1.0
914842,57,0,R,1,0,1,0,1,0,1,0.7045
903378,50,0,U,1,1,1,1,1,1,1,1.0
948672,43,1,U,1,0,1,1,1,0,1,0.9329
951981,39,0,R,0,0,0,0,0,0,0,0.4879
917984,80,0,U,1,0,0,0,1,0,0,0.4971
926497,22,0,U,0,0,0,0,0,0,1,0.5316
939117,76,0,R,1,1,1,1,1,1,1,0.9588
955023,24,0,U,0,0,0,0,0,0,0,0.5264
913928,50,1,D,1,0,1,1,1,1,1,0.9149
941263,28,1,R,0,0,1,1,1,0,1,0.8569
936464,30,0,R,0,0,1,1,1,0,1,0.8518
907797,83,1,R,1,1,1,0,1,1,1,0.7484
952526,78,0,R,1,1,1,0,0,0,0,0.7613
943003,23,0,R,0,0,0,0,0,1,1,0.529
909778,25,0,D,0,0,0,0,1,0,0,0.5239
909823,57,0,D,1,1,1,1,1,0,1,1.0
908260,42,1,D,0,0,1,0,0,0,0,0.6286
928804,34,1,D,1,0,1,0,1,0,0,0.7636
905990,25,1,U,0,0,0,0,1,1,1,0.5239
912587,52,1,R,1,1,1,1,1,1,1,1.0
907588,89,0,R,1,0,1,0,1,0,1,0.6223
910030,28,0,D,0,0,0,0,0,0,0,0.5162
945367,61,0,R,1,0,0,1,1,1,0,0.7383
923916,43,1,D,1,0,1,0,0,0,0,0.7405
909332,45,0,D,1,1,1,1,1,0,1,1.0
914965,43,0,R,1,1,1,1,1,1,1,1.0
927012,36,0,R,1,0,0,0,1,0,1,0.6101
903853,49,1,D,1,1,1,1,1,1,1,1.0
913674,29,0,U,0,0,1,0,0,0,0,0.662
912965,46,0,D,0,0,1,0,1,0,0,0.6183
901035,30,1,U,0,0,1,0,0,0,0,0.6594
913174,42,1,R,0,0,1,0,0,0,0,0.6286
928147,60,1,U,1,1,1,1,1,1,1,0.9999
943284,61,1,U,1,1,1,1,1,1,1,0.9973
925803,41,1,R,1,1,1,0,1,0,1,0.8563
916379,24,1,D,0,0,0,0,1,1,1,0.5264
935501,63,1,U,1,0,1,0,0,0,0,0.6891
915209,28,0,U,0,0,1,1,1,1,1,0.8569
955797,57,0,U,0,0,0,0,1,0,1,0.4417
953203,25,0,R,0,0,0,0,1,1,1,0.5239
957942,72,0,R,1,1,1,1,1,0,1,0.9691
940521,81,1,R,1,0,1,1,1,1,1,0.8353
919241,43,1,R,1,0,0,0,1,1,1,0.5921
947268,68,1,U,1,1,1,1,1,1,1,0.9794
929403,28,0,U,0,0,1,0,1,1,1,0.6645
945098,26,0,D,0,0,0,0,0,0,0,0.5213
944362,33,1,D,1,0,0,1,1,0,1,0.8102
958426,86,1,D,1,1,1,1,1,1,1,0.9331
936138,67,0,R,1,0,0,1,1,0,0,0.7229
910487,42,1,R,1,1,1,1,0,1,1,1.0
951814,28,1,U,0,0,1,1,1,1,1,0.8569
935131,61,1,U,1,1,0,0,0,0,0,0.6566
919386,72,0,D,1,0,1,1,0,1,0,0.8584
935147,31,1,D,0,0,1,0,1,0,0,0.6568
911755,76,0,R,0,0,0,0,1,0,1,0.3929
902908,62,1,U,1,1,1,0,0,0,0,0.8024
918497,49,1,R,1,1,1,1,0,1,1,1.0
929323,88,1,R,1,1,1,1,1,1,1,0.928
929735,66,1,D,1,1,1,1,1,1,1,0.9845
913064,20,0,D,0,0,0,0,0,0,0,0.5367
916993,65,0,U,1,1,1,1,1,1,1,0.9871
923548,83,1,R,1,1,1,1,1,1,1,0.9408
951398,59,1,D,1,1,1,1,1,1,1,1.0
942266,35,1,U,1,0,1,1,1,1,1,0.9534
913281,22,0,D,0,0,0,0,0,0,1,0.5316
903357,56,0,U,0,0,1,0,1,0,0,0.5926
917140,20,1,U,0,0,0,0,0,0,0,0.5367
909883,59,1,D,1,1,1,1,1,0,1,1.0
953611,29,0,U,0,0,0,0,0,0,0,0.5136
923366,22,1,D,0,0,0,0,0,1,1,0.5316
944967,52,1,D,1,1,1,1,1,1,1,1.0
904140,55,1,D,0,0,0,0,1,1,1,0.4468
936906,68,1,R,1,0,1,1,1,1,1,0.8687
948661,73,0,D,1,1,1,1,1,1,1,0.9665
934884,39,1,U,0,0,1,0,0,0,0,0.6363
908906,56,0,D,0,1,1,0,1,0,1,0.7033
942123,85,0,D,1,1,1,1,1,1,1,0.9357
912399,54,0,R,1,1,1,1,1,1,1,1.0
957093,45,0,D,0,0,1,0,1,0,1,0.6209
900542,27,1,D,0,0,0,0,0,0,1,0.5187
922105,45,1,R,0,0,1,0,1,1,0,0.6209
959242,61,1,U,0,0,1,0,0,0,0,0.5798
902926,52,1,R,1,0,0,0,0,0,0,0.569
940241,24,0,R,0,0,0,0,1,0,1,0.5264
949670,37,0,D,0,0,0,0,0,0,0,0.493
926176,89,1,D,1,0,0,0,0,0,0,0.474
950116,55,1,R,1,0,0,1,1,0,0,0.7537
901316,69,1,U,1,1,1,1,1,1,1,0.9768
953487,73,0,R,1,1,1,1,1,1,1,0.9665
910952,71,0,U,1,0,1,0,1,0,1,0.6685
905896,65,1,R,1,0,1,0,1,1,1,0.684
938394,40,1,D,1,1,0,1,1,1,1,0.9029
947976,53,0,D,1,1,1,1,1,1,1,1.0
914476,26,1,D,0,0,0,1,0,1,1,0.7137
905730,39,1,D,0,0,0,0,0,0,1,0.4879
910421,56,1,D,1,1,1,1,1,1,1,1.0
927986,42,1,R,0,0,0,0,0,0,1,0.4802
922994,72,1,R,1,1,1,1,1,1,1,0.9691
915779,59,1,U,0,1,1,1,1,1,1,0.888
937856,34,0,R,1,1,1,1,1,1,1,1.0
935739,21,1,R,0,0,0,0,0,0,1,0.5341
914094,47,1,D,1,0,1,1,0,0,1,0.9226
959183,29,1,D,0,0,0,0,0,0,0,0.5136
937522,33,1,R,1,1,1,0,1,0,1,0.8769
940907,23,0,D,0,0,0,0,0,1,1,0.529
942670,76,0,D,1,1,1,1,1,1,1,0.9588
901174,23,1,U,0,0,0,0,0,1,1,0.529
945518,20,1,D,0,0,0,0,0,0,0,0.5367
923078,39,1,R,1,1,1,1,1,1,1,1.0
919568,47,1,R,1,1,0,1,1,1,0,0.8849
941588,31,1,U,0,0,1,1,1,1,1,0.8492
959196,57,1,D,1,1,1,1,1,1,1,1.0
905860,55,1,R,0,0,0,1,1,0,1,0.6392
929499,25,1,U,0,0,0,0,0,0,1,0.5239
931640,32,1,D,0,0,0,0,0,0,0,0.5059
900479,34,1,U,1,0,1,0,0,1,1,0.7636
952426,36,1,U,0,0,1,0,0,1,0,0.644
944245,35,1,R,0,0,1,0,0,0,1,0.6465
930763,59,1,R,1,0,0,0,1,1,1,0.551
952110,76,0,U,1,1,1,1,1,1,1,0.9588
927236,40,0,U,1,0,0,0,0,0,0,0.5998
913159,62,0,D,0,0,0,0,1,1,1,0.4288
957690,34,0,U,0,0,1,0,0,0,0,0.6491
938573,21,0,R,0,0,0,0,0,0,1,0.5341
914193,51,0,R,0,0,1,1,1,0,1,0.7979
939065,41,1,R,1,0,1,0,0,0,0,0.7456
918225,77,0,R,1,1,1,1,1,1,1,0.9563
947733,28,1,D,0,0,0,0,0,0,0,0.5162
956840,50,0,R,1,1,1,0,1,1,1,0.8332
940211,71,0,D,1,0,1,1,1,1,1,0.861
950462,51,0,U,0,0,0,0,0,0,1,0.4571
937564,67,0,U,1,1,1,1,1,1,1,0.9819
955315,54,1,U,1,1,1,1,1,1,1,1.0
955441,68,0,U,1,0,1,0,1,0,0,0.6763
908629,38,0,U,1,0,0,0,1,0,1,0.6049
942407,63,0,R,1,1,1,1,1,0,1,0.9922
939806,29,1,D,0,0,0,0,0,0,0,0.5136
904565,60,0,D,1,1,1,1,1,1,1,0.9999
929850,54,1,D,1,0,1,1,1,1,1,0.9046
941328,49,1,U,1,0,0,1,1,1,1,0.7691
910768,53,0,U,1,0,0,0,1,0,0,0.5664
954913,48,0,R,0,0,1,1,0,1,1,0.8056
953775,43,1,U,0,0,0,0,1,0,1,0.4776
938207,45,0,R,1,1,1,1,1,1,1,1.0
904233,69,0,R,1,1,1,1,1,1,1,0.9768
947104,67,1,U,0,0,0,0,1,0,1,0.416
956415,90,0,U,1,1,1,1,1,1,1,0.9229
933097,63,1,U,1,1,1,1,1,1,1,0.9922
917501,28,1,R,0,0,0,0,0,0,0,0.5162
947845,33,0,U,0,0,0,0,0,0,0,0.5033
918567,49,1,U,1,1,1,1,1,1,1,1.0
907814,54,1,D,1,1,1,1,1,1,1,1.0
909600,32,0,D,0,1,1,1,1,0,1,0.9574
919687,66,1,D,1,1,1,1,1,1,1,0.9845
915295,69,0,D,1,1,1,1,1,1,1,0.9768
901515,47,1,D,1,1,1,0,1,1,1,0.8409
933346,38,1,D,0,0,1,1,1,1,0,0.8312
925160,90,1,R,1,1,1,1,1,1,1,0.9229
956951,42,1,D,0,0,1,1,1,1,1,0.821
936178,80,1,R,1,0,1,1,1,1,1,0.8378
910199,25,0,R,0,0,0,0,1,0,1,0.5239
939636,22,0,U,0,0,0,0,0,0,1,0.5316
922276,60,0,D,0,0,1,0,0,0,1,0.5823
923565,62,1,D,0,0,0,0,1,1,1,0.4288
913627,37,0,D,1,1,1,1,1,1,1,1.0
954276,56,1,R,1,1,1,1,1,1,1,1.0
944543,48,0,R,1,1,1,1,0,1,1,1.0
910418,51,1,D,1,1,1,1,1,1,1,1.0
908427,25,1,D,0,0,0,0,0,0,0,0.5239
917807,49,0,R,1,1,1,0,1,1,1,0.8358
926337,22,1,D,0,0,0,0,0,0,1,0.5316
906467,32,1,R,1,0,1,1,1,1,1,0.9611
920120,63,1,D,1,1,1,1,1,1,1,0.9922
951627,44,0,D,1,1,1,1,1,0,1,1.0
953579,57,1,D,1,0,1,0,1,1,1,0.7045
935779,28,0,D,0,0,1,1,1,1,1,0.8569
901009,31,0,U,0,0,0,0,0,0,0,0.5084
914217,73,1,D,1,1,1,1,1,1,1,0.9665
932132,37,0,R,1,0,1,1,1,1,1,0.9483
938229,75,0,U,1,1,1,1,1,1,1,0.9614
912612,35,1,U,1,1,1,1,1,1,1,1.0
918199,31,1,D,0,0,1,0,0,0,1,0.6568
912057,21,1,D,0,0,0,0,0,0,1,0.5341
933481,88,1,D,1,1,1,1,1,0,1,0.928
934817,36,1,D,1,0,0,1,1,0,1,0.8025
945068,45,1,D,1,1,0,1,1,0,1,0.8901
953664,62,1,R,1,0,1,0,1,0,1,0.6917
901082,36,1,R,1,1,1,1,1,1,1,1.0
933530,48,1,D,1,1,1,1,1,1,1,1.0
936354,39,0,R,1,0,1,1,0,1,1,0.9432
940582,20,0,D,0,0,0,0,0,0,1,0.5367
933513,54,1,D,1,1,0,1,1,0,1,0.867
903172,43,1,U,1,1,1,1,1,1,1,1.0
915649,33,1,U,1,1,1,0,1,1,1,0.8769
909660,27,0,U,0,0,0,0,1,0,1,0.5187
911290,42,0,D,1,1,1,1,1,0,1,1.0
916281,63,1,R,1,1,1,1,1,1,1,0.9922
942882,62,0,D,1,0,0,0,1,0,1,0.5433
948900,63,1,R,0,0,0,0,0,0,0,0.4263
943621,70,0,R,1,1,1,1,1,1,1,0.9742
928880,36,1,D,0,0,0,0,1,0,1,0.4956
938046,77,1,D,1,1,1,1,1,1,1,0.9563
928315,37,0,R,1,0,0,0,1,0,0,0.6075
955121,38,1,D,0,0,0,0,0,0,0,0.4905
935726,42,1,U,1,1,1,1,0,1,1,1.0
929066,63,1,R,1,1,1,1,1,1,1,0.9922
929397,67,1,U,1,1,1,0,1,0,1,0.7895
924375,66,0,U,1,1,1,1,1,0,1,0.9845
920882,45,1,R,1,0,0,0,1,1,1,0.587
910693,83,0,U,1,1,1,1,1,1,1,0.9408
913902,55,1,R,1,0,1,1,0,0,1,0.9021
939407,34,1,U,1,0,1,0,1,1,1,0.7636
932882,87,1,R,1,1,1,1,1,1,1,0.9306
951647,57,0,R,1,1,1,1,1,1,1,1.0
948725,56,1,U,0,0,1,0,1,0,0,0.5926
909138,61,0,D,1,0,1,1,0,1,1,0.8866
958040,29,1,R,0,0,1,1,1,1,1,0.8544
910400,80,1,R,1,1,1,1,1,1,1,0.9485
917203,72,1,R,1,1,1,1,1,1,1,0.9691
941240,25,0,D,0,0,0,0,1,0,1,0.5239
920460,45,1,U,1,1,0,1,1,1,1,0.8901
958177,89,0,D,0,0,1,1,1,1,1,0.7003
901011,40,1,D,0,0,0,0,1,0,1,0.4853
950097,29,0,U,0,0,1,1,1,1,1,0.8544
937316,46,0,R,1,0,0,0,0,0,1,0.5844
920170,23,1,D,0,0,0,0,0,0,0,0.529
954559,49,1,U,1,1,1,1,1,1,1,1.0
922064,26,0,R,0,0,0,1,1,1,1,0.7137
918881,42,1,D,1,0,1,1,1,1,0,0.9354
914172,50,0,D,0,0,0,1,1,0,1,0.6521
923267,33,0,U,1,0,1,1,1,1,1,0.9586
931929,38,0,U,1,0,1,0,1,0,0,0.7533
949073,23,0,U,0,0,0,0,0,0,0,0.529
937693,45,1,U,1,1,1,1,1,1,1,1.0
926195,53,0,R,1,0,1,0,0,0,0,0.7148
928613,24,1,U,0,0,0,0,1,0,1,0.5264
904203,26,0,R,0,0,0,0,0,0,1,0.5213
914822,61,0,R,0,0,0,0,0,0,1,0.4314
922307,65,0,D,1,0,1,0,1,1,1,0.684
944337,66,1,D,1,0,0,0,1,0,1,0.533
934206,20,1,U,0,0,0,0,0,0,1,0.5367
950955,34,1,U,1,0,1,0,0,0,1,0.7636
909371,54,1,U,0,0,1,0,1,0,1,0.5977
919806,39,0,D,1,1,1,1,1,1,1,1.0
928385,47,0,R,1,0,1,1,1,1,1,0.9226
954797,69,0,R,1,1,1,1,1,1,1,0.9768
911203,60,1,R,0,0,0,1,0,0,1,0.6264
933013,30,0,R,0,0,1,0,0,0,1,0.6594
913567,27,0,U,0,0,0,0,1,0,0,0.5187
929878,90,1,D,1,0,1,0,0,0,1,0.6197
947569,60,0,D,1,0,1,0,0,0,0,0.6968
955759,62,0,D,1,1,1,0,1,1,1,0.8024
927672,27,0,U,0,0,0,1,1,1,1,0.7111
934858,74,1,U,1,1,1,1,1,0,1,0.964
949354,58,0,U,1,1,1,1,1,1,1,1.0
921630,73,1,D,1,1,1,1,1,1,1,0.9665
956877,58,0,D,1,1,1,1,1,1,1,1.0
942033,67,1,D,0,0,0,0,0,0,1,0.416
918820,88,0,D,1,1,1,1,1,1,1,0.928
940721,36,1,R,1,1,1,1,1,1,1,1.0
911768,65,1,D,0,0,0,0,1,0,1,0.4211
956996,63,0,U,0,0,0,0,0,0,0,0.4263
951229,56,1,R,1,1,1,1,1,1,1,1.0
904000,33,0,U,0,0,0,0,0,0,1,0.5033
951566,56,1,U,0,0,0,0,0,0,0,0.4442
915458,26,0,D,0,0,0,0,0,0,0,0.5213
954676,48,1,D,1,1,1,1,1,0,1,1.0
912813,24,0,R,0,0,0,0,1,0,0,0.5264
919167,44,0,D,1,1,1,1,1,1,1,1.0
958322,38,1,R,0,0,0,0,0,0,0,0.4905
951712,34,0,R,1,0,1,0,1,0,1,0.7636
939254,42,0,R,0,0,0,0,0,0,0,0.4802
912344,45,1,R,0,0,1,0,1,0,1,0.6209
900792,26,1,D,0,0,0,0,1,0,0,0.5213
930596,27,0,U,0,0,0,0,1,0,0,0.5187
910625,55,1,D,1,1,1,0,1,1,1,0.8203
949168,27,1,U,0,0,0,0,0,0,0,0.5187
955246,73,1,D,1,1,1,1,1,1,1,0.9665
920244,87,1,D,0,0,0,0,0,0,0,0.3646
926138,20,0,R,0,0,0,0,0,0,1,0.5367
945178,59,1,D,1,1,1,1,1,1,1,1.0
906503,24,0,U,0,0,0,0,1,0,1,0.5264
914009,40,0,R,1,1,1,1,1,1,1,1.0
912920,66,0,D,1,1,1,1,1,1,1,0.9845
905144,33,1,U,0,0,0,0,1,0,0,0.5033
952723,54,0,U,1,0,0,1,1,0,1,0.7563
919749,37,1,U,1,0,0,0,1,0,1,0.6075
907553,51,1,D,1,0,0,0,0,0,0,0.5716
949308,20,0,D,0,0,0,0,0,0,1,0.5367
908474,78,0,D,1,1,1,0,1,1,1,0.7613
922863,38,0,U,1,0,0,0,1,0,0,0.6049
920411,73,1,D,0,0,1,0,1,0,1,0.5489
933885,28,0,D,0,0,1,1,1,0,1,0.8569
948374,55,0,R,1,1,1,1,1,1,1,1.0
954729,88,0,D,1,1,1,1,1,1,1,0.928
935883,66,1,U,1,1,1,1,1,1,1,0.9845
904204,49,1,D,0,0,0,0,1,0,1,0.4622
941753,42,0,U,1,1,1,1,0,1,1,1.0
956388,46,1,R,1,0,1,1,1,0,1,0.9252
922128,52,0,D,1,1,1,1,1,1,1,1.0
948690,64,0,D,1,0,1,0,1,1,0,0.6865
939517,68,1,U,1,1,1,1,1,0,0,0.9794
919147,50,0,U,1,1,1,1,1,1,1,1.0
933359,52,1,U,1,1,1,1,1,1,1,1.0
945085,23,1,U,0,0,0,0,0,1,1,0.529
925009,49,1,U,1,1,1,1,1,1,1,1.0
916339,69,1,D,1,1,1,1,1,1,1,0.9768
923040,63,1,D,1,1,1,1,1,1,1,0.9922
918878,31,0,R,0,0,0,0,0,0,0,0.5084
958574,33,0,R,1,0,0,0,0,0,0,0.6178
939287,43,0,D,1,1,1,1,1,1,1,1.0
958285,56,0,D,1,1,1,1,1,1,1,1.0
944707,43,1,R,0,0,0,0,0,0,0,0.4776
921076,46,1,D,1,0,0,0,0,0,1,0.5844
944092,59,0,U,1,1,1,1,1,1,1,1.0
937920,50,0,U,0,0,0,0,0,0,0,0.4596
922022,31,1,D,0,1,1,1,0,1,0,0.9599
903117,46,0,U,0,0,0,0,0,0,1,0.4699
936999,21,1,R,0,0,0,0,0,0,1,0.5341
907935,70,0,U,0,0,0,1,1,1,1,0.6007
958737,62,1,U,1,0,1,1,1,1,1,0.8841
922143,73,1,D,1,0,1,0,1,0,1,0.6634
942043,90,0,R,1,0,1,1,1,1,1,0.8122
913015,29,0,U,0,0,1,1,1,1,1,0.8544
945031,33,0,R,0,0,0,0,1,0,0,0.5033
914953,59,1,R,1,1,1,1,1,1,1,1.0
918658,35,0,R,1,1,1,1,1,1,1,1.0
910081,75,0,R,0,0,0,0,0,0,0,0.3954
910311,23,1,U,0,0,0,0,0,0,1,0.529
912352,28,1,U,0,0,1,1,1,1,1,0.8569
940000,45,1,D,1,1,0,1,1,1,0,0.8901
955148,82,0,D,1,1,1,1,1,1,1,0.9434
938852,38,1,D,1,1,1,1,1,1,1,1.0
937668,43,0,R,1,1,1,1,1,1,1,1.0
942994,54,0,U,1,1,1,1,1,1,1,1.0
946016,26,0,U,0,0,0,1,1,1,1,0.7137
903461,86,1,R,1,1,1,1,1,1,1,0.9331
955542,87,1,U,1,1,1,1,1,0,1,0.9306
930979,44,0,U,1,1,1,1,1,1,1,1.0
941291,35,1,R,1,0,0,0,0,0,1,0.6126
909293,32,1,R,1,1,0,0,1,1,1,0.7311
936125,76,1,R,0,0,0,0,0,0,1,0.3929
940559,43,0,U,1,0,1,1,1,0,1,0.9329
953158,40,0,U,0,0,0,0,1,0,1,0.4853
921804,64,0,R,1,0,1,1,1,1,1,0.8789
936319,67,0,D,1,1,1,1,1,1,1,0.9819
922363,68,0,R,1,1,1,1,1,1,1,0.9794
940882,68,1,D,1,0,1,0,1,1,1,0.6763
956642,45,1,R,1,1,1,1,1,1,1,1.0
932267,44,1,U,1,1,1,1,1,1,1,1.0
958871,72,1,R,0,1,1,1,1,1,1,0.8546
942532,64,1,R,1,1,1,1,1,0,1,0.9896
940871,29,0,R,0,0,1,0,1,0,1,0.662
947163,66,0,R,1,1,1,1,1,1,1,0.9845
912009,64,1,R,0,0,1,0,1,0,0,0.5721
939603,30,1,U,0,0,0,0,1,0,1,0.511
924642,49,0,R,1,1,1,0,1,0,1,0.8358
934327,26,0,R,0,0,0,0,0,0,0,0.5213
950276,49,1,U,1,1,1,1,1,1,1,1.0
919055,78,1,D,1,1,0,1,1,1,1,0.8053
908745,61,1,D,1,1,1,1,1,1,1,0.9973
954903,50,1,U,1,1,1,1,1,1,1,1.0
909328,39,1,R,1,1,1,1,1,1,1,1.0
927169,34,0,U,1,1,1,1,1,0,1,1.0
911324,65,1,D,1,0,1,0,0,0,0,0.684
948935,71,0,U,1,1,1,1,1,1,1,0.9717
918314,52,1,R,0,0,0,0,0,0,0,0.4545
911918,27,1,R,0,0,0,0,1,0,0,0.5187
900668,57,0,R,1,1,1,1,1,1,1,1.0
920481,69,1,D,1,0,1,1,1,1,1,0.8661
946428,35,1,R,1,1,1,1,1,1,1,1.0
913859,35,1,U,1,1,1,1,1,1,1,1.0
931922,45,1,D,1,1,1,1,1,1,1,1.0
908155,36,1,R,0,0,1,0,1,0,1,0.644
934474,84,0,U,1,0,0,1,1,1,1,0.6792
912349,82,1,U,1,1,1,1,1,1,1,0.9434
923751,28,1,U,0,0,1,1,1,1,1,0.8569
922206,75,1,U,1,0,1,0,1,1,1,0.6583
918584,66,0,D,0,0,0,0,1,0,1,0.4186
954251,43,1,D,1,0,1,1,1,1,0,0.9329
957040,48,1,D,1,1,1,1,1,1,1,1.0
932852,58,1,U,1,1,1,1,1,1,1,1.0
906559,63,0,D,0,0,0,0,0,0,0,0.4263
947105,49,1,R,1,0,1,1,1,1,1,0.9175
941461,32,0,U,1,1,1,1,1,1,1,1.0
954904,45,1,R,0,0,0,0,0,0,0,0.4725
950763,23,1,D,0,0,0,0,0,0,1,0.529
948767,64,0,D,1,0,0,0,1,0,1,0.5382
922602,72,1,D,1,1,1,1,1,1,1,0.9691
954580,56,0,R,1,0,0,0,0,1,1,0.5587
956131,73,0,D,1,0,1,1,1,1,1,0.8558
909349,30,0,D,0,0,0,0,0,0,0,0.511
934162,48,1,U,1,0,1,1,0,1,1,0.92
944156,49,1,U,1,0,1,0,1,0,1,0.7251
913007,63,1,U,1,1,1,0,1,0,1,0.7998
955472,73,1,U,1,0,1,1,1,1,1,0.8558
954507,50,0,R,0,0,0,0,0,0,0,0.4596
941215,30,1,D,0,0,0,0,0,0,0,0.511
905441,22,1,R,0,0,0,0,0,1,1,0.5316
908271,34,0,R,0,0,0,0,0,0,0,0.5007
941183,57,1,U,1,1,1,1,1,1,1,1.0
928281,39,1,U,0,0,1,0,1,0,1,0.6363
907001,27,0,D,0,0,0,0,0,0,0,0.5187
940686,72,1,R,1,1,1,1,1,1,1,0.9691
