voter_id,age,past_vote_score,received_mail,turned_out_2022
1359,18,0,0,1
1360,29,4,1,1
1361,84,0,0,0
1362,57,0,0,0
1363,42,1,0,0
1364,33,3,1,1
1365,19,0,0,0
1366,44,0,0,0
1367,36,2,0,0
1368,49,4,1,1
1369,74,2,1,1
1370,31,0,0,1
1371,40,3,0,0
1372,63,3,1,0
1373,28,4,0,1
1374,34,3,1,0
1375,30,3,1,1
1376,78,3,1,1
1377,51,4,0,1
1378,59,2,0,1
1379,32,3,1,1
1380,54,1,0,0
1381,83,1,0,0
1382,59,0,0,1
1383,77,2,0,1
1384,49,4,1,0
1385,26,3,1,0
1386,73,4,1,1
1387,48,2,1,0
1388,80,4,1,1
1389,30,2,0,1
1390,26,3,1,1
1391,66,4,1,1
1392,29,0,0,1
1393,18,4,1,1
1394,55,3,1,1
1395,44,1,0,0
1396,56,4,0,0
1397,29,2,0,0
1398,69,4,1,1
1399,65,0,0,0
1400,63,0,0,0
1401,48,0,0,0
1402,66,2,0,1
1403,40,1,0,1
1404,64,3,0,1
1405,35,1,1,0
1406,80,1,0,0
1407,28,1,0,0
1408,72,3,1,1
1409,75,3,1,1
1410,18,3,1,0
1411,82,1,0,0
1412,64,4,1,1
1413,65,3,1,1
1414,36,0,0,0
1415,77,2,0,1
1416,29,4,1,1
1417,57,0,0,0
1418,19,4,1,1
1419,60,3,1,0
1420,55,2,1,0
1421,56,4,1,1
1422,78,0,0,0
1423,21,2,1,1
1424,27,4,0,1
1425,53,1,0,1
1426,40,0,0,0
1427,65,3,0,1
1428,80,1,0,0
1429,61,0,0,0
1430,37,4,1,1
1431,67,3,1,1
1432,44,1,0,0
1433,51,0,0,1
1434,77,1,0,0
1435,47,4,1,1
1436,51,3,1,0
1437,54,0,0,0
1438,23,2,1,1
1439,73,2,0,0
1440,60,2,1,0
1441,68,2,0,0
1442,42,1,0,0
1443,58,1,0,0
1444,19,0,0,0
1445,62,3,1,1
1446,22,1,1,1
1447,45,4,0,1
1448,29,0,0,1
1449,41,4,0,1
1450,55,2,0,0
1451,53,3,0,1
1452,50,2,1,1
1453,66,0,0,0
1454,51,2,1,1
1455,68,1,0,0
1456,73,1,0,0
1457,51,3,1,1
1458,50,4,1,1
1459,37,3,0,1
1460,67,0,0,0
1461,18,3,1,0
1462,79,3,1,0
1463,46,0,1,0
1464,33,3,1,0
1465,60,2,0,1
1466,64,0,0,0
1467,76,0,0,0
1468,40,1,0,0
1469,56,1,0,0
1470,80,2,1,0
1471,35,1,1,1
1472,48,4,1,1
1473,57,4,1,0
1474,20,3,1,1
1475,69,0,0,0
1476,76,4,0,1
1477,37,4,1,1
1478,22,0,0,0
1479,78,0,0,0
1480,34,1,1,0
1481,30,2,0,1
1482,26,4,1,1
1483,46,3,1,1
1484,69,2,1,0
1485,35,4,1,0
1486,23,1,0,0
1487,53,0,0,0
1488,39,2,0,0
1489,35,0,0,0
1490,66,4,1,1
1491,28,3,1,1
1492,54,0,0,0
1493,34,3,1,1
1494,75,4,1,0
1495,22,4,1,1
1496,29,4,1,1
1497,71,2,1,1
1498,30,0,0,0
1499,82,4,1,1
1500,53,1,1,1
1501,78,1,0,1
1502,24,0,0,0
1503,50,3,1,0
1504,23,3,1,1
1505,40,4,1,1
1506,32,4,1,1
1507,59,3,1,1
1508,47,2,0,1
1509,48,0,0,0
1510,46,3,1,1
1511,73,0,0,0
1512,40,3,1,1
1513,63,1,0,1
1514,22,1,0,1
1515,32,1,0,0
1516,61,1,0,1
1517,39,1,0,0
1518,29,1,0,0
1519,78,1,0,1
1520,49,3,1,1
1521,37,1,0,0
1522,23,3,1,1
1523,22,4,1,1
1524,75,0,0,1
1525,70,0,0,1
1526,48,2,0,1
1527,57,3,1,1
1528,21,4,0,1
1529,69,1,0,0
1530,18,3,0,1
1531,22,2,1,0
1532,44,4,1,1
1533,25,2,0,0
1534,24,2,1,1
1535,23,4,1,1
1536,26,4,1,1
1537,60,1,0,1
1538,44,3,0,1
1539,63,2,0,1
1540,53,3,1,1
1541,80,3,1,0
1542,55,3,1,1
1543,42,0,0,0
1544,68,0,0,0
1545,31,0,0,1
1546,81,1,0,1
1547,55,0,0,0
1548,78,1,0,0
1549,55,0,0,1
1550,84,1,0,0
1551,59,2,0,0
1552,74,4,1,1
1553,39,2,0,1
1554,54,2,0,1
1555,54,2,0,1
1556,54,1,0,1
1557,38,1,0,1
1558,34,2,0,1
1559,22,1,0,0
1560,65,1,0,0
1561,56,4,1,1
1562,36,3,0,0
1563,18,1,0,0
1564,60,4,1,1
1565,36,2,0,0
1566,61,3,0,1
1567,35,0,0,1
1568,69,0,0,0
1569,29,2,1,0
1570,46,1,0,0
1571,20,1,1,0
1572,83,0,0,0
1573,83,4,0,1
1574,68,2,1,0
1575,67,2,0,1
1576,57,2,0,0
1577,45,0,0,0
1578,74,3,1,0
1579,71,3,1,1
1580,36,0,0,0
1581,60,4,1,0
1582,29,3,1,1
1583,71,2,1,1
1584,35,4,1,1
1585,80,2,1,0
1586,56,4,1,1
1587,21,1,0,1
1588,78,2,1,0
1589,71,2,1,0
1590,21,1,0,1
1591,64,0,0,0
1592,78,2,0,0
1593,83,2,0,1
1594,38,2,0,1
1595,35,3,1,1
1596,71,2,0,0
1597,55,0,0,0
1598,83,0,0,0
1599,39,0,0,0
1600,52,2,0,0
1601,63,0,0,1
1602,54,4,1,1
1603,38,2,1,1
1604,42,1,0,0
1605,32,4,1,1
1606,34,0,0,0
1607,64,2,1,1
1608,84,4,1,1
1609,21,2,0,1
1610,36,1,0,0
1611,34,1,0,0
1612,27,0,1,0
1613,23,3,1,1
1614,25,4,1,1
1615,26,0,0,1
1616,33,0,0,0
1617,41,1,0,1
1618,53,1,0,0
1619,82,1,0,0
1620,26,4,1,1
1621,45,0,0,0
1622,18,1,0,1
1623,82,1,0,0
1624,41,4,1,0
1625,63,1,0,0
1626,47,4,1,1
1627,33,2,0,1
1628,64,3,0,1
1629,28,0,0,1
1630,76,2,0,1
1631,46,3,1,1
1632,42,3,0,0
1633,65,3,1,0
1634,31,3,1,1
1635,33,0,0,0
1636,31,4,1,1
1637,26,1,0,1
1638,69,1,0,0
1639,53,3,0,1
1640,52,4,1,1
1641,63,3,1,1
1642,80,3,1,1
1643,31,3,1,1
1644,35,1,1,0
1645,81,0,0,0
1646,59,3,1,1
1647,27,0,0,0
1648,77,3,1,1
1649,82,3,1,1
1650,20,4,0,1
1651,33,3,1,1
1652,74,3,1,1
1653,56,4,0,1
1654,35,3,1,1
1655,80,0,0,0
1656,78,4,1,1
1657,25,4,1,1
1658,63,3,0,1
1659,21,0,0,1
1660,62,2,0,0
1661,66,2,1,1
1662,70,2,0,0
1663,48,1,0,0
1664,57,0,0,0
1665,59,4,1,1
1666,83,3,0,1
1667,20,3,0,1
1668,59,3,1,0
1669,44,0,0,0
1670,39,2,0,1
1671,43,3,1,0
1672,45,0,0,1
1673,69,4,1,1
1674,30,0,0,0
1675,78,4,1,1
1676,56,0,0,0
1677,58,4,1,1
1678,83,4,1,1
1679,20,1,0,0
1680,81,1,0,0
1681,52,3,0,1
1682,73,4,0,1
1683,84,0,0,0
1684,37,1,0,0
1685,70,3,1,0
1686,44,0,0,0
1687,38,2,1,0
1688,48,3,1,1
1689,57,1,0,0
1690,72,3,1,1
1691,52,1,0,1
1692,40,2,0,1
1693,20,3,1,0
1694,56,2,0,0
1695,64,3,0,0
1696,35,3,1,1
1697,33,4,1,1
1698,50,4,1,1
1699,33,4,1,1
1700,67,4,1,1
1701,45,3,1,1
1702,74,2,0,0
1703,80,0,0,0
1704,58,0,0,0
1705,53,1,0,0
1706,78,2,0,0
1707,22,0,0,0
1708,48,0,0,0
1709,33,2,0,1
1710,67,3,1,0
1711,56,2,1,0
1712,56,1,0,0
1713,58,3,0,1
1714,22,3,1,1
1715,78,3,0,0
1716,72,2,0,0
1717,51,1,0,0
1718,59,4,1,1
1719,41,0,0,0
1720,18,1,0,0
1721,28,2,1,1
1722,70,1,0,0
1723,35,3,1,1
1724,54,2,1,1
1725,68,1,0,0
1726,46,4,1,1
1727,47,4,0,0
1728,51,1,0,1
1729,72,3,1,1
1730,39,2,0,1
1731,73,4,1,0
1732,33,3,1,1
1733,54,2,0,1
1734,44,3,1,0
1735,42,2,0,1
1736,21,1,0,1
1737,75,4,0,1
1738,28,3,1,1
1739,68,2,0,0
1740,50,3,1,1
1741,60,0,0,0
1742,23,2,1,1
1743,56,3,0,1
1744,23,1,0,1
1745,81,4,0,1
1746,29,1,0,0
1747,51,1,0,1
1748,81,1,0,0
1749,73,2,1,0
1750,51,4,1,1
1751,58,1,0,0
1752,74,1,1,1
1753,41,1,1,1
1754,73,3,1,0
1755,23,3,1,0
1756,80,4,1,1
1757,33,1,0,1
1758,41,2,0,0
1759,45,2,0,0
1760,41,4,1,1
1761,30,3,0,1
1762,68,0,0,0
1763,59,0,0,1
1764,76,3,1,1
1765,60,0,0,0
1766,59,3,0,0
1767,34,4,1,1
1768,59,2,0,0
1769,66,4,1,1
1770,69,1,1,0
1771,67,1,0,1
1772,33,1,0,0
1773,34,2,0,1
1774,83,2,1,1
1775,78,3,1,1
1776,72,0,0,0
1777,72,3,1,1
1778,46,3,1,1
1779,28,3,1,1
1780,56,3,1,1
1781,49,2,0,1
1782,27,0,0,0
1783,72,4,1,1
1784,50,4,1,1
1785,20,4,1,1
1786,41,1,0,1
1787,56,3,1,1
1788,51,3,1,0
1789,45,1,0,0
1790,51,4,0,1
1791,20,4,1,1
1792,79,1,0,0
1793,80,4,1,1
1794,64,4,1,0
1795,56,3,1,1
1796,32,1,0,0
1797,21,1,0,0
1798,73,1,0,0
1799,42,4,1,1
1800,78,1,0,1
1801,74,1,0,0
1802,49,3,1,1
1803,24,3,1,1
1804,71,3,0,1
1805,55,4,1,1
1806,80,4,1,1
1807,72,0,0,0
1808,71,2,0,1
1809,62,4,1,1
1810,54,1,0,0
1811,47,3,1,1
1812,77,2,1,1
1813,71,3,0,1
1814,78,2,0,0
1815,44,4,1,1
1816,34,3,1,1
1817,30,3,0,0
1818,56,3,1,1
1819,63,0,0,0
1820,40,1,0,0
1821,26,0,0,1
1822,33,1,0,0
1823,63,2,0,0
1824,52,4,0,1
1825,31,4,1,0
1826,76,3,0,1
1827,31,0,0,1
1828,39,0,0,0
1829,38,2,0,0
1830,81,4,1,1
1831,60,2,0,1
1832,74,1,0,0
1833,49,0,0,0
1834,82,2,1,1
1835,64,3,1,1
1836,71,4,1,1
1837,70,3,0,0
1838,64,4,0,1
1839,84,0,0,1
1840,69,2,0,1
1841,68,0,0,0
1842,25,1,0,0
1843,55,4,1,1
1844,56,4,1,1
1845,19,2,0,0
1846,36,4,1,1
1847,74,1,0,0
1848,43,3,0,1
1849,60,4,1,1
1850,84,1,0,1
1851,83,0,0,0
1852,20,1,1,0
1853,51,4,1,1
1854,82,3,1,1
1855,51,2,0,1
1856,33,0,0,0
1857,76,0,0,0
1858,47,4,1,1
1859,35,4,1,1
1860,31,1,0,0
1861,76,2,1,0
1862,28,3,1,1
1863,78,1,0,1
1864,69,4,1,1
1865,51,3,1,1
1866,80,3,0,1
1867,36,1,0,0
1868,34,3,0,1
1869,33,4,1,1
1870,38,0,0,0
1871,70,0,0,0
1872,23,2,0,1
1873,65,2,1,1
1874,36,1,0,0
1875,54,2,1,0
1876,18,3,1,1
1877,71,0,0,0
1878,61,3,0,1
1879,34,4,1,1
1880,75,3,0,1
1881,29,2,0,0
1882,67,3,1,1
1883,23,4,0,1
1884,29,2,0,0
1885,57,4,1,1
1886,28,4,1,1
1887,24,4,0,1
1888,82,3,0,1
1889,41,4,0,1
1890,49,1,0,0
1891,74,4,1,1
1892,69,2,0,1
1893,61,0,0,0
1894,58,4,1,1
1895,39,0,0,0
1896,37,0,0,0
1897,25,1,0,0
1898,25,0,0,1
1899,70,1,0,1
1900,24,0,0,0
1901,48,4,1,1
1902,32,3,1,1
1903,70,4,1,1
1904,20,1,0,0
1905,49,0,0,0
1906,56,1,0,0
1907,44,4,1,1
1908,39,4,1,1
1909,75,3,1,0
1910,55,4,1,1
1911,79,0,0,0
1912,62,3,0,1
1913,54,4,1,1
1914,26,4,1,1
1915,35,0,0,0
1916,44,3,1,0
1917,61,2,0,0
1918,52,3,1,0
1919,44,2,0,0
1920,35,0,0,1
1921,18,3,0,1
1922,80,3,0,1
1923,21,0,0,0
1924,33,3,1,0
1925,63,4,1,1
1926,33,0,0,0
1927,19,3,1,1
1928,63,2,1,0
1929,46,2,1,1
1930,22,2,1,0
1931,44,4,1,0
1932,32,3,0,1
1933,39,3,1,1
1934,40,4,1,1
1935,34,0,0,0
1936,84,1,0,1
1937,50,0,0,0
1938,72,0,0,0
1939,59,0,0,0
1940,33,2,0,1
1941,84,2,0,0
1942,24,1,0,0
1943,58,3,1,1
1944,21,0,0,0
1945,27,3,0,1
1946,57,2,1,0
1947,79,0,0,1
1948,50,2,1,1
1949,24,2,0,1
1950,27,1,0,0
1951,75,0,0,1
1952,22,0,0,0
1953,34,0,0,0
1954,56,0,0,0
1955,25,0,0,0
1956,69,3,1,1
1957,19,1,0,0
1958,30,3,1,0
1959,76,0,0,0
1960,31,0,1,0
1961,42,4,0,1
1962,50,4,1,1
1963,74,4,1,1
1964,25,0,0,0
1965,63,4,1,1
1966,36,1,0,0
1967,65,2,0,1
1968,25,1,0,0
1969,24,4,1,1
1970,43,1,0,0
1971,77,3,1,1
1972,60,4,1,1
1973,31,1,0,0
1974,81,0,0,1
1975,47,1,0,1
1976,60,3,0,1
1977,41,3,0,1
1978,27,0,0,0
1979,55,1,0,0
1980,23,2,0,1
1981,40,2,1,1
1982,61,1,0,1
1983,20,1,0,1
1984,20,0,0,1
1985,61,0,0,0
1986,65,1,0,0
1987,73,4,0,1
1988,34,1,0,1
1989,65,3,1,1
1990,23,1,0,0
1991,55,4,1,1
1992,53,0,0,0
1993,80,4,1,1
1994,26,3,1,1
1995,65,4,1,1
1996,65,2,0,1
1997,78,3,1,1
1998,22,4,1,1
1999,48,3,1,1
2000,38,3,0,1
